Municipality,Elevation
Lurøy,"[596.02, 585.14, 525.61, 529.36, 491.08, 491.98, 509.9, 518.89, 509.65, 527.84, 543.44, 389.54, 424.98, 443.94, 436.43, 431.42, 444.73, 450.39, 467.77, 482.43, 516.59, 280.31, 304.14, 321.62, 338.21, 339.77, 343.58, 356.38, 381.14, 407.61, 440.88, 185.71, 186.59, 191.86, 195.95, 201.6, 214.85, 235.49, 275.38, 302.01, 346.01, 148.12, 135.28, 129.55, 122.96, 128.27, 138.7, 151.01, 177.49, 226.7, 280.61, 118.31, 112.29, 106.91, 94.91, 94.54, 96.5, 112.3, 136.12, 176.92, 237.0, 98.12, 99.63, 93.19, 91.44, 91.56, 93.94, 97.5, 119.41, 162.69, 225.75, 80.27, 86.12, 89.7, 90.47, 90.11, 91.09, 93.26, 115.42, 157.16, 209.94, 79.8, 83.41, 85.02, 85.75, 92.25, 111.79, 149.6, 182.7, 165.0]"
Lødingen,"[11.63, 11.09, 8.85, 5.05, -2.5, -2.5, -4.5, -9.7, -14.1, -19.3, 14.87, 25.71, 19.63, 11.27, -2.5, -2.0, -4.0, -7.0, -9.4, -10.0, 28.3, 24.98, 11.4, 4.83, -2.0, -1.5, -2.5, -4.2, -5.1, -5.0, 16.7, 12.06, 9.0, 4.07, 1.6, -1.4, -1.4, -2.4, -3.2, -5.0, 16.16, 14.21, 11.91, 7.35, 4.64, -1.4, 5.99, -1.3, -2.3, -1.7, 30.06, 23.68, 36.45, 14.26, 16.95, 19.39, 4.27, -1.8, -2.1, -1.0, 63.67, 47.61, 30.74, 32.87, 14.86, 22.2, 11.77, 9.09, -2.4, 1.16, 46.48, 50.04, 38.29, 9.33, 3.59, 11.34, 9.22, 1.61, -2.5, -4.3, 16.37, 24.82, 6.95, 3.29, -4.7, -8.0, -10.2, -9.9, -20.3, -21.1]"
Meløy,"[58.57, 68.22, 78.9, 60.63, 60.35, 76.92, 142.71, 178.77, 200.05, 207.69, 203.5, 55.36, 81.57, 90.87, 102.39, 128.09, 170.95, 205.35, 225.97, 247.74, 252.88, 30.31, 59.46, 113.89, 145.85, 171.85, 207.63, 228.61, 257.41, 275.8, 285.02, 33.37, 46.47, 65.01, 101.46, 155.43, 218.33, 238.67, 255.96, 284.47, 305.17, 50.92, 52.89, 62.31, 87.39, 122.34, 164.09, 203.2, 237.15, 259.71, 291.46, 47.65, 58.07, 66.21, 76.76, 90.33, 126.92, 162.11, 187.88, 209.71, 242.81, 41.81, 58.7, 65.71, 73.01, 87.3, 107.44, 132.16, 156.27, 175.98, 204.97, 41.29, 55.85, 62.95, 69.75, 84.14, 116.05, 134.43, 148.12, 161.94, 176.39, 56.94, 63.33, 69.9, 77.09, 93.19, 116.24, 133.96, 150.46, 168.22]"
Moskenes,"[335.02, 322.99, 319.12, 305.88, 276.45, 261.62, 266.77, 264.43, 230.27, 220.51, 231.26, 267.58, 246.28, 225.5, 222.0, 222.0, 223.1, 242.72, 235.62, 231.09, 258.06, 222.0, 222.0, 222.0, 222.0, 222.0, 222.0, 222.0, 223.37, 236.24, 309.68, 222.0, 222.0, 222.0, 222.0, 222.0, 222.0, 222.0, 225.48, 268.09, 339.36, 222.0, 222.0, 222.0, 222.0, 222.0, 222.0, 228.16, 281.91, 336.76, 398.35, 222.0, 222.0, 222.0, 222.0, 222.0, 222.0, 303.09, 340.72, 386.97, 420.58, 230.21, 222.0, 222.0, 222.0, 222.0, 222.0, 291.71, 373.62, 432.24, 423.19, 246.3, 222.0, 222.0, 222.0, 222.0, 222.0, 245.8, 322.75, 431.93, 443.86, 222.0, 222.0, 222.0, 222.0, 267.95, 334.55, 432.68, 310.4, 405.08]"
Narvik,"[134.87, 145.18, 100.51, 103.21, 101.02, 104.36, 121.62, 120.63, 121.77, 47.81, 61.16, 75.75, 82.14, 87.4, 88.51, 90.31, 108.47, 108.9, 112.42, 43.94, 51.16, 61.38, 68.94, 74.03, 74.58, 82.29, 89.94, 98.26, 102.18, 39.94, 46.07, 54.31, 63.71, 66.62, 65.46, 74.66, 80.1, 86.76, 90.15, 39.47, 42.64, 53.07, 57.93, 63.19, 59.28, 55.48, 60.03, 58.22, 64.17, 34.85, 34.7, 43.57, 46.24, 51.34, 48.59, 44.44, 43.41, 38.24, 41.17, 31.19, 31.0, 39.23, 50.01, 49.4, 43.24, 35.71, 29.49, 25.35, 27.29, 32.35, 27.26, 33.06, 58.96, 65.89, 53.23, 43.8, 31.72, 21.62, 13.63, 39.99, 22.35, 24.08, 50.18, 52.88, 50.55, 48.26, 25.96, 15.57, 11.67, 15.44]"
Nesna,"[0, 1.94, 0, 2.61, 2.86, 3.5, 4.38, 6.27, 8.18, 11.9, 18.32, 2.32, 0, 2.91, 2.88, 4.08, 5.07, 6.42, 9.91, 14.22, 14.58, 3.22, 2.63, 3.45, 4.85, 6.37, 7.43, 9.7, 11.49, 12.26, 12.98, 6.09, 4.56, 4.82, 5.3, 6.0, 9.05, 12.36, 19.26, 13.0, 12.4, 7.07, 6.88, 6.46, 3.92, 7.06, 8.45, 9.69, 14.35, 13.37, 12.49, 7.98, 7.81, 7.72, 7.39, 7.36, 7.98, 9.41, 10.76, 11.07, 11.85, 8.66, 9.49, 8.68, 8.59, 9.27, 9.62, 9.01, 10.28, 9.72, 10.42, 9.39, 9.76, 10.29, 9.82, 11.8, 12.1, 11.54, 11.59, 11.17, 12.32, 10.48, 11.34, 11.24, 12.27, 12.27, 11.77, 12.89, 12.66, 13.55]"
Rana,"[22.02, 23.44, 26.11, 26.06, 27.16, 30.34, 39.69, 47.16, 49.29, 49.96, 22.67, 25.54, 27.68, 29.38, 28.98, 32.06, 38.14, 45.71, 39.01, 51.81, 23.9, 26.48, 28.84, 30.67, 32.26, 35.62, 39.44, 43.23, 51.54, 51.88, 24.76, 27.43, 29.96, 33.11, 36.05, 36.28, 40.11, 42.79, 52.0, 51.85, 25.46, 27.85, 30.83, 34.18, 36.59, 38.8, 42.02, 43.88, 51.58, 51.76, 36.12, 35.01, 33.35, 34.66, 38.22, 40.28, 43.07, 47.11, 50.19, 51.79, 44.29, 43.29, 40.97, 39.7, 40.52, 42.26, 43.79, 50.46, 51.32, 50.69, 40.26, 41.31, 38.02, 39.26, 43.02, 42.87, 45.87, 51.16, 47.8, 48.53, 19.62, 22.13, 11.66, 8.81, 7.41, 9.95, 21.87, 50.83, 48.2, 48.84]"
Rødøy,"[33.81, 47.8, 16.21, 7.83, 3.86, 7.04, 7.26, 8.46, 8.44, 8.85, 17.5, 3.68, 21.07, 29.2, 33.75, 31.17, 13.75, 22.83, 21.59, 18.41, 20.05, -3.4, -3.4, -3.4, 3.8, 10.11, 22.86, 24.8, 21.53, 19.08, 17.49, -3.4, -3.4, -3.4, 1.3, 0.1, 7.69, 11.46, 14.78, 17.85, 20.72, 2.63, 4.24, 5.49, 14.62, 28.07, 45.02, 51.16, 64.15, 52.44, 62.02, 43.73, 55.72, 65.64, 65.22, 64.33, 57.74, 55.81, 61.76, 69.96, 76.69, 34.07, 38.37, 37.91, 34.24, 38.06, 41.2, 33.64, 34.47, 40.42, 52.42, 15.82, 13.83, 9.49, 9.66, 10.51, 9.94, 12.2, 15.17, 25.09, 28.67, 5.7, 7.23, 9.63, 14.39, 11.14, 10.93, 17.09, 32.01, 76.62]"
Saltdal,"[582.04, 587.34, 582.46, 582.0, 590.3, 591.42, 608.92, 609.0, 609.0, 609.0, 581.81, 585.29, 592.03, 584.57, 583.63, 592.8, 603.5, 609.0, 609.0, 609.0, 571.4, 574.79, 586.22, 586.86, 582.12, 591.16, 599.08, 609.0, 611.15, 609.0, 561.93, 569.73, 581.18, 588.49, 571.23, 586.47, 595.53, 613.32, 617.82, 611.94, 571.19, 574.54, 570.79, 563.92, 561.19, 569.19, 590.52, 612.72, 622.63, 627.17, 566.74, 565.8, 560.15, 558.89, 561.27, 573.55, 590.45, 612.98, 626.15, 625.31, 552.97, 557.14, 555.73, 564.85, 566.62, 576.3, 595.16, 607.51, 604.13, 616.93, 556.05, 553.33, 559.14, 565.86, 574.78, 583.38, 607.63, 612.74, 598.93, 605.99, 568.82, 567.71, 571.85, 575.37, 577.32, 585.45, 607.35, 601.32, 593.23, 607.06]"
Sortland - Suortá,"[90.87, 83.06, 75.76, 71.27, 64.5, 58.02, 49.91, 44.71, 38.35, 28.41, 83.25, 77.8, 74.15, 71.54, 64.36, 58.58, 51.23, 44.39, 42.23, 33.71, 78.51, 74.44, 72.57, 72.05, 66.99, 61.88, 55.46, 49.51, 46.8, 39.97, 76.52, 74.09, 73.68, 75.08, 71.44, 69.87, 65.66, 57.19, 48.81, 45.0, 65.51, 66.7, 75.71, 74.9, 71.25, 72.21, 76.45, 70.0, 59.51, 43.09, 61.16, 63.54, 67.84, 69.28, 69.9, 75.36, 78.39, 66.22, 63.88, 38.09, 62.23, 58.04, 56.15, 57.68, 58.66, 71.11, 57.87, 46.43, 41.68, 33.19, 70.21, 52.35, 43.42, 47.83, 48.03, 52.89, 47.18, 35.27, 33.07, 29.25, 51.31, 34.02, 35.87, 41.8, 40.83, 36.67, 27.85, 24.25, 24.66, 22.34]"
Steigen,"[-32.4, -42.4, -39.3, -38.4, -23.0, -13.7, -8.3, -15.8, 2.84, -22.8, -17.7, -43.8, -43.9, -42.1, -42.3, -12.3, -12.3, -19.3, -21.6, -22.8, -24.8, -45.1, -49.2, -45.5, -27.6, -4.1, -14.7, -20.5, -22.0, -22.5, -21.8, -34.6, -49.4, -33.7, -23.4, -3.9, -15.9, -19.5, -20.7, -22.2, -18.6, -31.9, -36.5, -25.2, -17.3, -3.8, -16.4, -18.6, -23.4, -21.9, -16.6, -29.1, -30.3, -17.4, -11.4, -3.6, -14.8, -18.0, -22.9, -10.1, 5.79, -27.0, -26.5, -15.9, -11.7, -18.3, -13.9, -16.7, -15.3, -9.4, 1.41, 10.7, 15.63, 6.52, -15.2, -18.7, -13.3, -15.8, -14.1, -8.8, 5.65, 6.2, 5.52, 7.09, 3.02, -19.5, 4.42, 5.46, -13.3, -8.4]"
Sømna,"[29.02, 29.23, 30.86, 28.45, 29.46, 38.15, 68.65, 69.01, 39.98, 34.5, 37.09, 23.48, 25.26, 39.79, 63.43, 71.35, 44.44, 41.67, 70.58, 76.34, 52.08, 22.2, 23.36, 33.86, 50.8, 59.32, 45.88, 56.58, 104.81, 106.99, 71.6, 20.29, 24.31, 28.23, 42.6, 47.46, 59.12, 91.12, 115.48, 171.9, 111.27, 23.96, 23.5, 24.47, 30.4, 41.47, 64.84, 92.69, 122.13, 182.22, 164.82, 24.88, 25.17, 24.69, 27.79, 38.33, 72.86, 95.46, 109.08, 156.07, 204.27, 27.62, 29.62, 27.14, 30.93, 36.9, 68.39, 108.77, 134.89, 176.2, 196.72, 33.83, 44.14, 31.14, 33.22, 35.42, 51.52, 91.52, 110.71, 133.06, 168.92, 34.39, 35.61, 41.21, 69.02, 93.73, 110.06, 133.45, 112.25, 118.31]"
Sørfold,"[95.82, 89.41, 83.76, 73.86, 70.46, 61.35, 53.27, 45.99, 44.48, 49.44, 123.02, 103.65, 97.64, 85.39, 69.62, 60.69, 57.04, 55.45, 53.28, 50.18, 141.66, 120.27, 104.01, 88.23, 74.63, 68.91, 63.21, 56.55, 53.89, 52.37, 152.41, 149.48, 108.21, 106.27, 85.26, 69.74, 62.61, 57.11, 55.94, 55.99, 140.15, 166.08, 154.59, 122.33, 105.66, 91.62, 68.28, 65.3, 68.82, 62.94, 110.08, 147.74, 157.69, 154.17, 127.33, 108.95, 94.25, 83.28, 75.04, 65.03, 110.03, 139.85, 161.9, 183.64, 158.67, 131.99, 122.56, 104.78, 99.51, 73.5, 128.56, 159.14, 175.74, 191.08, 191.46, 154.0, 139.42, 139.73, 110.74, 98.31, 152.32, 182.14, 186.26, 195.35, 197.26, 174.48, 138.02, 152.08, 127.74, 108.96]"
Dielddanuorri - Tjeldsund,"[336.68, 323.16, 316.71, 304.1, 292.03, 278.09, 275.84, 264.52, 240.54, 414.2, 391.14, 373.89, 367.25, 350.9, 341.28, 343.59, 356.22, 346.45, 317.82, 441.32, 425.98, 417.46, 401.03, 388.34, 380.98, 398.32, 399.6, 390.17, 365.49, 463.15, 452.49, 464.04, 453.34, 446.64, 468.54, 450.3, 447.26, 430.22, 419.25, 508.31, 511.37, 521.29, 519.23, 505.12, 504.63, 503.27, 489.93, 483.11, 464.42, 563.39, 564.2, 547.86, 538.8, 549.21, 552.74, 541.9, 539.5, 525.21, 512.5, 622.78, 611.15, 589.72, 587.43, 595.31, 591.62, 615.3, 603.64, 587.56, 561.35, 735.1, 685.81, 659.06, 646.48, 651.91, 655.35, 656.11, 643.9, 655.31, 634.55, 776.78, 751.9, 721.6, 694.4, 674.68, 685.68, 694.29, 694.38, 697.93, 731.99, 818.54]"
Tysfjord,"[412.06, 401.23, 390.31, 374.93, 350.83, 323.98, 295.67, 272.67, 251.47, 241.84, 430.44, 415.33, 408.99, 386.91, 355.61, 331.21, 299.73, 275.91, 251.23, 235.3, 439.36, 429.04, 403.69, 379.64, 356.47, 328.54, 299.11, 269.14, 247.26, 226.04, 446.34, 416.77, 396.21, 372.8, 350.43, 328.15, 302.84, 272.52, 246.83, 218.44, 448.82, 428.65, 398.93, 369.98, 339.14, 313.56, 291.01, 265.11, 243.45, 216.69, 441.86, 428.63, 405.93, 376.37, 342.76, 304.86, 282.04, 259.94, 237.88, 211.7, 405.51, 410.52, 397.9, 375.08, 345.92, 311.25, 286.7, 265.5, 241.81, 210.17, 397.46, 396.13, 388.96, 364.36, 345.33, 321.15, 291.22, 264.97, 240.8, 211.02, 356.66, 363.89, 368.22, 356.55, 335.22, 314.51, 290.53, 272.23, 235.28, 209.18]"
Vefsn,"[-162.1, -163.0, -163.8, -167.8, -142.2, -139.1, -90.7, -67.9, -39.4, 10.09, 7.46, -166.8, -158.4, -148.3, -130.6, -94.0, -49.6, -4.5, 40.83, 20.64, 10.09, -185.6, -158.4, -132.7, -101.3, -68.4, -27.7, 8.46, 36.26, 22.65, -5.0, -183.2, -150.8, -123.9, -99.4, -54.9, -4.9, 4.55, 5.83, 6.0, -5.0, -177.6, -151.3, -142.9, -106.8, -52.9, -28.3, -33.7, -25.0, -9.9, -5.0, -171.8, -150.7, -148.1, -94.8, -57.9, -57.9, -41.5, -30.9, -8.7, -6.1, -162.5, -150.6, -151.4, -94.7, -68.0, -48.3, -30.2, -8.6, 4.6, 6.56, -148.0, -136.3, -115.6, -66.7, -49.2, -33.7, -4.0, 7.65, 28.46, 36.2, -56.7, -27.0, -19.9, -10.1, 4.98, 39.59, 51.66, 64.26, 90.13]"
Vefsn - langs fjorden,"[-162.1, -163.0, -163.8, -167.8, -142.2, -139.1, -90.7, -67.9, -39.4, 10.09, 7.46, -166.8, -158.4, -148.3, -130.6, -94.0, -49.6, -4.5, 40.83, 20.64, 10.09, -185.6, -158.4, -132.7, -101.3, -68.4, -27.7, 8.46, 36.26, 22.65, -5.0, -183.2, -150.8, -123.9, -99.4, -54.9, -4.9, 4.55, 5.83, 6.0, -5.0, -177.6, -151.3, -142.9, -106.8, -52.9, -28.3, -33.7, -25.0, -9.9, -5.0, -171.8, -150.7, -148.1, -94.8, -57.9, -57.9, -41.5, -30.9, -8.7, -6.1, -162.5, -150.6, -151.4, -94.7, -68.0, -48.3, -30.2, -8.6, 4.6, 6.56, -148.0, -136.3, -115.6, -66.7, -49.2, -33.7, -4.0, 7.65, 28.46, 36.2, -56.7, -27.0, -19.9, -10.1, 4.98, 39.59, 51.66, 64.26, 90.13]"
Vefsn - Mosjøen,"[330.36, 316.26, 313.28, 252.55, 215.76, 164.22, 113.71, 50.2, 8.53, -1.17, -1.16, 316.91, 272.97, 219.75, 154.49, 120.14, 45.81, 1.18, -1.19, -1.17, -1.19, 303.84, 253.12, 205.97, 140.75, 81.82, 28.47, -1.14, -1.24, -0.69, 4.63, 278.27, 230.35, 184.84, 125.73, 66.78, 17.67, -1.12, -1.22, 3.38, 5.19, 259.36, 208.01, 167.8, 120.57, 67.46, 17.71, -1.15, -1.16, 3.61, 5.04, 236.39, 170.13, 104.67, 101.68, 39.43, -0.37, -1.19, 2.78, 3.19, 3.76, 188.81, 136.12, 63.79, 23.72, 6.95, 16.0, 13.4, 0.1, 2.41, 2.83, 139.69, 100.87, 54.61, 7.63, 16.8, 13.5, 11.6, 10.4, 2.87, -0.69, 8.83, 13.8, 14.1, 11.0, 9.4, 9.1, 2.74, 2.52, 2.73]"
Vega,"[25.45, 19.09, 24.15, 22.38, 20.22, 19.6, 19.5, 21.15, 20.44, 20.32, 22.87, 31.81, 19.66, 19.04, 21.02, 20.5, 20.31, 22.65, 21.22, 21.21, 19.68, 19.23, 19.53, 18.68, 21.32, 20.63, 21.08, 23.11, 23.06, 20.76, 19.81, 19.79, 19.19, 18.51, 19.9, 21.8, 20.9, 21.96, 27.41, 22.74, 20.37, 19.89, 19.43, 22.38, 21.4, 21.18, 21.99, 24.57, 24.32, 22.27, 20.78, 20.19, 21.11, 21.48, 21.2, 21.65, 21.49, 20.54, 22.61, 20.73, 20.73, 20.59, 23.02, 26.11, 23.89, 25.57, 20.64, 18.25, 18.99, 21.35, 21.38, 21.32, 17.74, 19.01, 26.03, 21.75, 20.67, 18.29, 18.11, 18.89, 20.31, 21.6, 18.07, 17.9, 17.21, 17.8, 16.94, 19.97, 22.02, 17.76, 19.69, 19.89]"
Vestvågøy,"[-24.6, -10.0, -8.8, -8.1, -9.3, -20.0, -20.0, -20.1, -17.7, -5.0, 12.74, -9.8, -4.6, 0.47, 4.93, -4.5, -10.7, -14.6, -15.5, 13.11, 16.82, -6.0, 20.2, 3.44, 0.42, -3.4, -4.4, -7.4, -12.5, -12.6, -9.8, -4.0, 9.87, 6.04, 2.03, 7.94, 12.61, 10.25, 1.79, 1.82, -9.8, 2.85, 10.3, 15.17, 11.06, 10.81, 19.4, 42.68, 34.56, 1.18, -3.3, 52.32, 51.32, 70.75, 75.68, 60.41, 47.84, 72.74, 32.34, 12.71, 0.45, 155.25, 196.63, 186.59, 188.0, 149.26, 126.59, 92.6, 60.68, 46.86, 34.84, 226.25, 299.14, 250.24, 244.91, 215.84, 184.89, 171.24, 125.29, 110.05, 84.01, 340.68, 305.86, 272.23, 244.4, 222.71, 211.85, 181.86, 161.22, 142.29]"
Vevelstad,"[587.46, 603.9, 607.0, 591.48, 626.08, 621.4, 618.23, 627.71, 655.58, 707.64, 749.0, 619.95, 638.12, 645.43, 663.55, 705.62, 747.16, 789.79, 814.09, 831.39, 854.39, 646.81, 677.49, 711.23, 739.66, 765.2, 779.19, 774.83, 765.01, 764.12, 757.86, 636.55, 631.11, 640.16, 658.92, 675.06, 683.98, 695.3, 703.76, 707.6, 713.84, 555.4, 563.31, 581.14, 600.09, 617.5, 621.48, 637.99, 654.93, 671.56, 678.91, 511.64, 525.15, 538.0, 565.85, 571.24, 590.99, 622.48, 640.03, 651.29, 657.77, 486.46, 501.02, 519.13, 547.59, 558.68, 586.1, 602.44, 604.91, 631.73, 635.6, 442.79, 464.37, 504.37, 528.82, 550.65, 573.98, 589.97, 607.07, 627.07, 642.32, 507.55, 528.83, 558.66, 576.88, 599.38, 626.97, 648.93, 613.93, 641.83]"
Værøy,"[-2.0, -2.0, 2.04, -2.0, -2.0, 1.51, 3.54, 6.37, 6.43, 4.89, 4.55, 0.73, 1.86, 3.95, 4.48, 4.85, 5.84, 6.38, 5.8, 4.49, 5.24, 0.74, 2.43, 5.25, 5.59, 6.31, 5.58, 6.07, 5.59, 7.76, 18.49, 3.17, 4.27, 6.73, 6.31, 6.28, 6.85, 7.33, 12.21, 39.51, 82.46, 3.87, 5.36, 6.91, 7.49, 7.43, 7.92, 26.8, 67.44, 149.79, 59.35, 4.81, 7.25, 7.36, 7.48, 9.37, 38.38, 83.58, 165.11, 86.32, 14.56, 6.85, 7.68, 8.15, 12.31, 34.02, 79.61, 152.56, 67.88, 21.92, 0.58, 8.33, 8.79, 14.83, 49.36, 82.28, 168.89, 100.4, 27.48, 7.84, 1.13, 109.2, 153.73, 231.4, 71.09, 19.82, 13.42, 6.04, 11.61, 11.07]"
Vågan,"[536.32, 571.51, 670.37, 682.95, 694.52, 605.98, 579.65, 562.22, 536.05, 507.85, 570.77, 611.47, 656.48, 716.77, 726.01, 704.64, 648.76, 616.93, 591.97, 572.87, 606.54, 626.31, 649.74, 656.97, 678.14, 720.37, 666.83, 651.08, 648.01, 630.43, 573.85, 583.28, 594.73, 605.89, 650.95, 704.3, 745.34, 698.88, 655.8, 625.9, 528.13, 540.41, 559.94, 595.63, 649.46, 723.56, 747.8, 685.75, 627.89, 584.66, 521.27, 533.93, 574.7, 620.94, 667.68, 745.32, 754.69, 684.62, 621.48, 571.56, 545.48, 572.24, 619.24, 663.81, 739.92, 778.84, 762.69, 688.52, 634.77, 588.8, 559.4, 601.14, 673.54, 705.73, 739.97, 763.87, 745.0, 687.41, 636.01, 594.51, 474.84, 545.03, 603.99, 720.0, 743.96, 677.69, 667.19, 681.17, 618.2, 570.76]"
Øksnes,"[11.53, 12.4, 12.56, 13.3, 14.07, 13.06, 14.2, 14.5, 13.89, 13.08, 13.12, 12.81, 12.58, 12.55, 12.94, 12.23, 12.02, 12.49, 13.06, 13.18, 13.98, 13.06, 11.87, 11.2, 10.87, 11.33, 12.17, 12.05, 12.73, 13.26, 14.34, 12.71, 12.47, 10.15, 11.11, 10.23, 10.23, 11.12, 12.22, 12.98, 15.15, 14.41, 12.59, 11.55, 9.95, 8.46, 8.0, 9.33, 10.98, 11.7, 14.55, 13.8, 11.99, 10.5, 10.04, 9.53, 5.59, 8.33, 9.17, 10.71, 14.97, 13.49, 12.37, 11.21, 9.74, 9.08, 5.33, 7.26, 8.54, 9.06, 15.21, 15.07, 12.98, 12.09, 10.81, 8.03, 4.99, 5.32, 5.33, 6.07, 14.36, 14.14, 13.25, 12.18, 9.69, 8.61, 5.4, 4.56, 4.73, 4.83]"
Balsfjord,"[1.38, 4.81, 4.4, 2.95, 26.96, 34.27, 26.78, 19.08, 19.28, 19.72, 25.11, 70.93, 71.32, 45.9, 36.31, 32.7, 25.94, 24.68, 23.29, 20.87, 76.64, 71.06, 69.84, 48.24, 36.28, 30.03, 26.74, 24.68, 21.64, 14.17, 75.7, 71.33, 65.13, 45.92, 34.0, 27.07, 26.52, 22.98, 14.74, 10.38, 71.96, 70.5, 50.02, 37.36, 31.31, 25.47, 23.72, 21.4, 11.98, 7.63, 70.25, 50.2, 42.99, 35.53, 30.05, 26.08, 20.4, 11.18, 6.55, 5.72, 61.07, 49.5, 41.14, 33.81, 29.42, 25.39, 22.66, 11.82, 7.19, 6.0, 77.27, 63.36, 41.32, 32.66, 31.76, 25.89, 18.04, 8.4, 6.31, 2.4, 88.1, 65.17, 50.31, 34.59, 31.47, 24.98, 19.84, 88.67, 66.46, 51.84, 38.58, 36.36, 89.11, 69.67]"
Bardu,"[82.38, 63.77, 64.75, 82.55, 80.0, 77.28, 66.72, 64.2, 65.28, 82.07, 81.8, 81.02, 81.91, 80.49, 77.3, 69.18, 63.08, 63.11, 63.6, 82.35, 81.85, 67.42, 63.61, 61.81, 61.67, 61.89, 62.33, 62.53, 63.48, 82.07, 79.15, 60.87, 60.87, 60.86, 60.9, 60.97, 61.04, 61.15, 61.25, 81.44, 72.49, 60.7, 63.92, 62.62, 63.33, 63.21, 64.53, 64.51, 64.31, 81.13, 79.3, 73.7, 60.51, 61.97, 63.31, 62.89, 63.76, 63.86, 64.49, 76.97, 74.29, 71.03, 77.95, 62.47, 60.33, 60.33, 61.57, 62.9, 59.78, 81.76, 78.12, 80.24, 79.01, 74.97, 77.59, 60.21, 60.1, 59.93, 66.66, 91.24, 89.89, 91.22, 90.44, 79.6, 80.11, 78.2, 105.66, 101.88, 104.23, 99.06, 117.09]"
Dyrøy,"[3.66, 21.13, 24.8, 11.7, 3.45, 1.06, 6.31, 13.76, 22.77, 22.94, 16.28, 17.08, 18.77, 18.84, 1.84, 3.08, 9.4, 21.02, 23.69, 24.98, 17.57, 17.63, 19.18, 20.33, 21.1, 21.95, 22.01, 24.13, 23.57, 24.98, 16.55, 17.75, 18.69, 20.82, 21.88, 23.59, 24.27, 23.72, 24.31, 25.89, 18.03, 19.36, 21.1, 22.37, 22.81, 23.69, 24.49, 25.0, 25.28, 26.18, 19.13, 18.96, 21.28, 20.71, 22.99, 23.93, 24.43, 25.0, 25.09, 26.63, 35.96, 21.73, 20.59, 21.81, 23.65, 24.48, 24.46, 25.01, 24.92, 25.07, 47.65, 37.65, 32.73, 24.18, 24.49, 24.08, 24.8, 25.0, 24.7, 24.77, 40.83, 43.97, 35.03, 32.26, 27.03, 24.97, 24.91, 24.47, 40.44, 40.79, 35.29, 35.52]"
Gáivuotna - Kåfjord - Kaivuono,"[609.91, 573.71, 643.03, 600.51, 565.6, 536.6, 641.03, 612.57, 578.47, 549.16, 519.2, 500.35, 656.34, 617.88, 585.19, 553.52, 529.32, 500.34, 474.87, 453.0, 693.7, 639.51, 598.95, 573.1, 536.31, 505.64, 478.14, 452.59, 432.74, 415.3, 629.74, 588.73, 550.5, 519.9, 492.5, 459.69, 431.16, 413.16, 391.04, 381.25, 582.46, 543.78, 508.68, 474.71, 447.71, 421.33, 396.75, 379.43, 363.68, 353.85, 535.58, 498.72, 467.7, 435.95, 409.29, 385.01, 366.92, 349.97, 343.92, 340.89, 493.12, 456.42, 428.22, 399.18, 373.55, 360.7, 345.05, 334.2, 330.55, 336.53, 456.14, 423.69, 394.24, 371.62, 354.1, 339.75, 325.49, 324.68, 330.66, 416.71, 384.92, 360.06, 345.73, 327.39, 315.85, 321.86, 384.18, 357.91, 338.36, 322.97, 311.16, 352.93, 332.88, 317.43, 326.99]"
Gratangen,"[493.12, 492.08, 539.21, 522.9, 511.91, 504.02, 493.91, 491.56, 486.16, 693.85, 638.57, 593.49, 557.71, 535.65, 512.57, 507.33, 497.76, 483.34, 477.12, 680.72, 630.59, 603.1, 569.85, 553.12, 520.73, 507.81, 503.21, 488.25, 470.99, 698.16, 624.34, 583.8, 572.61, 565.63, 535.89, 524.18, 511.38, 494.98, 468.09, 732.85, 658.31, 620.64, 587.14, 571.15, 562.06, 535.8, 524.28, 513.82, 475.78, 760.17, 702.37, 637.02, 609.41, 590.86, 561.54, 547.66, 537.35, 524.29, 487.07, 808.64, 742.85, 659.94, 615.34, 604.26, 584.64, 561.26, 550.85, 531.66, 494.1, 836.14, 771.57, 699.78, 647.67, 630.18, 621.53, 597.32, 578.52, 563.78, 525.11, 861.04, 769.25, 697.13, 669.04, 648.88, 635.83, 630.72, 611.04, 880.85, 816.64, 748.92]"
Harstad - Hárstták,"[-9.9, 55.8, 47.14, 36.72, 22.01, 14.77, 7.38, 2.97, 2.16, 75.43, 61.33, 56.66, 49.99, 36.98, 30.71, 19.41, 15.57, 5.02, 2.63, 80.99, 71.13, 72.72, 59.25, 47.89, 33.21, 19.06, 13.32, 7.24, 3.54, 104.84, 90.66, 77.67, 72.29, 57.78, 33.47, 24.37, 9.54, 5.97, 2.3, 114.4, 92.35, 70.86, 62.67, 48.59, 42.32, 25.01, 14.63, 4.52, 2.49, 123.07, 89.27, 68.46, 52.71, 46.2, 40.22, 34.77, 32.03, 9.85, 2.16, 118.3, 94.65, 62.89, 50.05, 40.64, 40.58, 34.37, 31.17, 16.65, 10.28, 67.8, 83.98, 71.07, 48.71, 44.82, 40.42, 32.7, 28.69, 21.53, 10.59, 54.6, 53.02, 47.94, 44.74, 42.28, 40.34, 37.63, 32.51, 19.42, 58.57, 53.73]"
