Municipality,Elevation
Ski,"[145.64, 134.79, 128.58, 151.86, 139.26, 131.98, 132.05, 132.19, 132.95, 134.06, 146.11, 145.04, 141.62, 135.44, 134.53, 134.45, 139.85, 144.21, 147.77, 144.74, 144.15, 139.63, 130.94, 137.65, 145.66, 151.86, 146.62, 151.42, 136.83, 135.07, 134.4, 127.74, 144.7, 140.63, 142.99, 142.15, 144.49, 133.34, 130.04, 132.33, 126.82, 126.8, 127.27, 133.3, 138.61, 140.24, 134.44, 131.71, 130.01, 121.32, 125.66, 124.45, 132.4, 147.79, 150.34, 135.76, 134.37, 125.6, 119.81, 124.29, 127.18, 141.4, 151.98, 147.85, 133.26, 129.79, 119.67, 118.23, 122.5, 128.51, 151.84, 164.27, 158.52, 126.52, 120.99, 125.56, 125.95, 145.21, 163.55, 165.3, 138.21, 158.28, 159.79]"
Sørum,"[102.55, 102.54, 105.15, 117.11, 113.04, 113.52, 120.41, 120.27, 132.95, 107.91, 112.93, 110.93, 122.16, 128.27, 133.84, 134.31, 134.47, 133.3, 110.7, 119.67, 126.59, 118.1, 120.35, 126.13, 130.69, 135.25, 135.77, 121.96, 122.36, 116.32, 129.9, 130.58, 132.28, 129.56, 131.44, 135.71, 127.55, 128.47, 123.58, 135.9, 129.59, 140.04, 137.71, 133.25, 130.34, 123.08, 129.54, 136.3, 134.02, 134.68, 137.16, 143.13, 140.45, 137.36, 131.99, 130.12, 126.18, 138.61, 142.48, 139.61, 144.74, 143.67, 140.69, 133.43, 137.13, 126.8, 128.67, 130.58, 144.99, 145.39, 144.49, 142.86, 129.98, 130.03, 135.66, 146.09, 145.43, 145.62, 145.57, 145.29, 145.48]"
Ullensaker,"[198.68, 202.09, 211.2, 199.57, 200.85, 207.41, 212.18, 209.5, 213.23, 213.74, 199.86, 202.98, 204.98, 212.2, 209.36, 212.89, 213.03, 210.64, 215.33, 198.45, 199.12, 206.53, 213.25, 210.02, 211.89, 211.03, 208.57, 209.15, 203.25, 201.18, 204.52, 210.77, 210.81, 210.33, 210.33, 208.1, 207.68, 201.9, 199.82, 204.68, 208.3, 205.78, 210.27, 212.16, 209.86, 208.01, 204.18, 200.49, 206.34, 204.58, 209.36, 208.44, 206.61, 204.92, 205.41, 205.48, 206.05, 205.62, 203.32, 205.73, 207.43, 204.32, 203.78, 204.82, 205.32, 202.83, 202.58, 202.67, 204.16, 206.45, 202.88, 203.55, 202.9, 202.1, 202.22, 205.12, 204.91, 201.9, 202.64, 202.83, 202.67, 202.56, 203.58]"
Vestby,"[36.43, 28.19, 32.65, 42.12, 27.31, 32.58, 39.48, 30.6, 24.63, 28.72, 36.41, 27.64, 33.6, 42.42, 30.8, 27.68, 30.79, 37.26, 44.67, 31.77, 28.73, 30.9, 28.12, 22.19, 24.12, 31.39, 35.6, 47.92, 27.29, 28.73, 27.44, 22.88, 26.23, 26.44, 28.87, 37.14, 50.95, 21.74, 25.14, 24.43, 28.89, 30.35, 32.81, 35.5, 40.23, 46.42, 24.37, 26.34, 30.6, 34.73, 34.39, 39.55, 40.42, 41.34, 48.05, 23.88, 27.07, 29.67, 37.17, 34.51, 42.92, 44.79, 46.53, 56.11, 23.73, 26.29, 34.64, 37.77, 36.83, 44.37, 51.66, 52.56, 60.0, 37.79, 43.93, 35.83, 43.26, 48.64, 52.61, 59.58, 43.07, 46.76, 55.22]"
Ås,"[108.35, 112.83, 111.75, 104.72, 110.43, 110.86, 111.28, 108.89, 104.01, 91.84, 101.34, 107.21, 108.34, 110.94, 105.83, 105.74, 91.97, 90.49, 89.1, 98.09, 103.53, 105.23, 108.88, 103.88, 104.39, 91.88, 88.18, 92.88, 93.99, 97.9, 101.07, 103.3, 103.71, 95.43, 91.01, 89.95, 94.79, 93.88, 98.71, 100.26, 97.5, 101.58, 94.99, 90.98, 91.59, 96.93, 94.4, 96.33, 99.42, 97.73, 98.76, 95.16, 91.38, 93.22, 99.09, 95.25, 96.63, 99.01, 98.42, 97.84, 93.66, 92.42, 95.15, 101.36, 97.14, 97.71, 99.37, 98.07, 95.45, 93.52, 93.46, 97.15, 100.69, 100.08, 99.57, 94.34, 94.27, 94.76, 96.81, 98.6, 95.03, 95.78, 97.26]"
Enebakk,"[230.72, 210.0, 186.85, 203.94, 201.11, 180.11, 197.82, 190.13, 212.51, 271.82, 205.89, 190.73, 192.88, 218.67, 216.39, 243.77, 264.01, 249.88, 186.51, 192.77, 179.91, 198.71, 232.94, 229.89, 244.16, 255.79, 237.63, 172.98, 191.96, 201.49, 228.3, 233.2, 218.24, 237.08, 252.51, 237.04, 169.56, 198.35, 213.02, 224.77, 214.68, 212.16, 222.06, 239.23, 227.06, 170.95, 215.88, 222.03, 214.92, 210.07, 211.53, 209.84, 221.0, 207.81, 168.71, 214.28, 222.5, 213.84, 210.38, 212.08, 205.6, 199.58, 187.67, 171.97, 203.52, 209.45, 216.49, 207.91, 219.59, 203.52, 217.48, 190.14, 177.17, 213.43, 207.99, 216.03, 205.36, 210.3, 178.99, 163.9, 199.93, 178.24, 163.61]"
Aurskog-Høland,"[123.04, 123.39, 123.77, 126.18, 123.56, 122.62, 122.4, 123.4, 123.93, 129.46, 139.42, 131.79, 124.15, 125.41, 124.04, 124.41, 126.32, 122.39, 129.15, 135.78, 134.54, 125.5, 127.75, 125.35, 125.47, 126.04, 127.71, 129.03, 129.65, 131.85, 130.81, 130.57, 128.86, 127.96, 125.89, 128.35, 129.36, 135.0, 133.26, 131.4, 131.09, 132.65, 134.06, 133.75, 127.11, 133.84, 133.93, 137.34, 135.4, 129.14, 132.15, 138.17, 138.14, 130.5, 138.22, 131.13, 131.5, 136.38, 130.86, 131.78, 134.22, 138.86, 134.28, 132.79, 130.21, 130.91, 131.93, 133.24, 131.29, 136.28, 137.54, 134.4, 130.39, 134.56, 136.41, 129.42, 138.3, 136.48, 138.96, 137.3, 137.49]"
Lillestrøm,"[130.09, 142.65, 119.23, 117.56, 123.16, 119.88, 100.86, 100.87, 105.33, 106.24, 109.68, 111.99, 100.89, 106.66, 107.38, 107.26, 106.21, 106.85, 106.15, 102.57, 100.86, 102.1, 107.57, 108.83, 109.11, 105.75, 106.14, 105.97, 101.13, 105.47, 105.82, 106.56, 106.53, 106.32, 106.12, 110.4, 108.09, 107.57, 105.64, 107.29, 106.49, 106.61, 106.7, 106.85, 107.24, 107.29, 107.48, 106.19, 106.46, 106.73, 107.0, 107.17, 106.64, 107.64, 107.57, 105.65, 106.38, 106.3, 106.86, 107.09, 107.32, 107.29, 107.91, 107.85, 105.86, 106.23, 106.69, 106.85, 107.8, 107.53, 107.25, 107.89, 108.1, 106.07, 107.36, 107.45, 107.57, 107.67, 107.75, 107.34, 108.14, 107.45, 107.74]"
Nittedal,"[155.46, 123.44, 112.11, 142.06, 111.84, 110.07, 110.11, 107.88, 106.6, 107.05, 129.45, 109.4, 109.23, 108.31, 108.77, 106.05, 105.21, 107.3, 109.58, 116.01, 109.59, 107.19, 106.98, 106.76, 106.59, 110.09, 110.5, 109.54, 116.81, 108.95, 107.32, 107.5, 107.02, 106.45, 110.37, 110.56, 111.08, 113.89, 109.29, 108.75, 109.45, 107.74, 106.9, 110.46, 110.66, 110.62, 122.3, 110.3, 110.6, 110.19, 109.06, 108.25, 106.91, 111.17, 110.19, 121.7, 112.13, 108.13, 105.95, 106.57, 106.94, 107.88, 106.14, 109.22, 119.55, 113.97, 107.53, 109.72, 108.8, 108.74, 109.35, 106.47, 109.3, 108.52, 110.49, 108.88, 107.05, 107.82, 107.41, 109.59, 112.32, 109.82, 108.82]"
Nordre Follo,"[145.64, 134.79, 128.58, 151.86, 139.26, 131.98, 132.05, 132.19, 132.95, 134.06, 146.11, 145.04, 141.62, 135.44, 134.53, 134.45, 139.85, 144.21, 147.77, 144.74, 144.15, 139.63, 130.94, 137.65, 145.66, 151.86, 146.62, 151.42, 136.83, 135.07, 134.4, 127.74, 144.7, 140.63, 142.99, 142.15, 144.49, 133.34, 130.04, 132.33, 126.82, 126.8, 127.27, 133.3, 138.61, 140.24, 134.44, 131.71, 130.01, 121.32, 125.66, 124.45, 132.4, 147.79, 150.34, 135.76, 134.37, 125.6, 119.81, 124.29, 127.18, 141.4, 151.98, 147.85, 133.26, 129.79, 119.67, 118.23, 122.5, 128.51, 151.84, 164.27, 158.52, 126.52, 120.99, 125.56, 125.95, 145.21, 163.55, 165.3, 138.21, 158.28, 159.79]"
Eidsvoll,"[123.48, 123.07, 122.97, 122.94, 122.94, 139.42, 160.71, 159.67, 157.41, 125.04, 125.26, 128.47, 148.84, 165.01, 161.24, 157.05, 156.26, 155.9, 125.99, 126.71, 137.19, 151.48, 162.18, 153.63, 152.75, 151.36, 151.58, 128.39, 132.96, 136.42, 144.55, 144.93, 150.49, 149.53, 149.58, 155.42, 148.46, 146.32, 138.3, 143.66, 146.84, 145.43, 147.49, 153.57, 161.93, 139.46, 143.33, 141.44, 144.25, 143.33, 156.08, 154.84, 154.26, 165.47, 147.02, 148.98, 142.72, 140.94, 154.91, 166.93, 152.19, 159.5, 159.84, 156.46, 159.2, 147.68, 162.73, 165.89, 170.11, 153.58, 168.53, 160.07, 162.18, 165.1, 167.61, 172.18, 171.94, 168.16, 165.32, 171.45, 174.03]"
Asker,"[163.94, 144.36, 129.31, 131.75, 121.4, 115.35, 110.99, 103.09, 104.92, 105.89, 120.97, 114.82, 108.2, 104.91, 103.77, 104.64, 104.55, 116.58, 115.09, 122.2, 108.94, 107.7, 104.96, 102.67, 103.9, 103.79, 109.86, 111.51, 125.32, 120.94, 112.53, 103.16, 102.65, 103.86, 104.9, 114.76, 106.62, 126.1, 127.9, 119.2, 117.53, 102.93, 108.93, 112.98, 116.73, 116.85, 127.26, 121.56, 123.43, 118.89, 103.53, 110.73, 117.3, 122.06, 121.58, 127.01, 125.9, 110.24, 109.33, 102.4, 115.57, 121.69, 127.07, 123.79, 121.55, 120.52, 118.16, 115.9, 102.29, 121.29, 130.01, 132.14, 118.63, 124.29, 115.32, 102.64, 123.04, 133.04, 136.98, 124.9, 133.29, 142.45, 132.42]"
Frogn,"[-77.4, -48.8, -43.6, -77.1, 4.0, -2.0, 2.23, 21.39, 57.9, 80.7, -70.9, -39.3, -1.6, 5.12, 20.15, 50.54, 77.8, 96.18, 94.8, -55.1, -21.1, 2.03, 9.51, 10.71, 48.23, 71.13, 92.54, 91.15, -30.5, -1.6, -2.8, 13.8, 21.56, 30.33, 49.53, 71.31, 86.74, -33.3, 3.14, 4.47, 13.78, 25.82, 29.13, 44.82, 70.01, 75.34, -19.8, 13.17, 11.84, 13.17, 25.5, 47.18, 39.92, 74.7, 77.74, -23.5, 10.58, 10.62, 19.98, 41.5, 51.13, 53.66, 64.69, 79.67, -28.1, 0.2, 11.95, 28.4, 40.88, 59.31, 54.24, 58.65, 73.62, 16.18, 42.09, 66.41, 68.54, 63.03, 59.86, 65.12, 69.65, 67.97, 70.39]"
Alvdal,"[476.58, 477.89, 476.85, 478.05, 477.5, 476.13, 477.55, 477.5, 475.6, 478.06, 478.06, 477.71, 477.27, 474.7, 476.48, 488.02, 496.5, 503.66, 475.24, 478.07, 477.5, 477.17, 475.05, 481.99, 491.08, 504.24, 508.6, 475.13, 478.06, 477.85, 474.82, 488.17, 492.52, 495.81, 505.07, 516.35, 477.64, 475.04, 475.0, 485.29, 487.92, 502.47, 504.61, 512.43, 524.41, 477.9, 474.96, 481.88, 486.45, 498.6, 504.16, 515.58, 529.02, 534.97, 477.3, 477.76, 482.33, 487.58, 499.93, 507.59, 523.83, 534.83, 539.48, 477.59, 475.27, 482.03, 490.16, 503.5, 513.39, 523.4, 534.09, 544.12, 490.85, 501.22, 514.06, 525.66, 535.46, 546.64, 524.74, 534.21, 544.59]"
Eidskog,"[158.2, 154.76, 159.02, 156.15, 158.91, 153.57, 160.4, 141.03, 133.91, 163.95, 157.99, 160.48, 156.11, 153.05, 143.16, 133.95, 132.5, 133.92, 165.05, 159.05, 163.02, 157.3, 154.69, 146.16, 139.86, 132.5, 133.62, 164.68, 161.38, 162.17, 158.11, 153.07, 149.85, 142.29, 136.88, 135.88, 165.26, 163.31, 161.78, 163.51, 153.24, 152.91, 144.83, 140.53, 138.36, 166.19, 165.72, 163.23, 164.47, 154.13, 153.65, 142.28, 137.88, 143.8, 167.8, 171.04, 162.95, 161.19, 154.0, 145.15, 141.64, 138.02, 143.56, 168.45, 174.84, 163.67, 164.66, 149.56, 150.04, 149.56, 138.4, 143.87, 163.52, 167.32, 152.33, 147.65, 140.86, 143.24, 143.32, 145.47, 143.05]"
Elverum,"[192.26, 196.06, 198.21, 200.31, 204.76, 208.45, 211.35, 209.32, 208.2, 198.18, 211.12, 213.91, 228.99, 222.05, 211.79, 211.43, 211.53, 225.55, 184.77, 197.2, 208.67, 233.38, 225.62, 211.92, 219.21, 229.95, 237.44, 190.17, 187.98, 196.51, 207.27, 210.49, 209.52, 214.53, 231.06, 233.7, 190.36, 187.33, 188.57, 191.82, 208.9, 208.24, 212.79, 219.68, 228.68, 190.47, 189.4, 188.48, 191.58, 192.67, 210.14, 208.0, 214.39, 229.6, 190.19, 190.25, 188.84, 192.24, 191.65, 216.63, 211.17, 210.5, 215.34, 189.85, 190.6, 189.04, 191.43, 191.92, 215.54, 217.55, 211.46, 209.23, 186.65, 190.77, 192.21, 210.45, 204.96, 200.56, 210.63, 195.82, 195.6]"
Engerdal,"[1111.62, 1105.89, 1105.38, 1098.44, 1092.8, 1086.78, 1082.04, 1074.5, 1067.79, 1099.46, 1092.21, 1085.69, 1080.69, 1075.97, 1069.25, 1062.65, 1053.93, 1045.15, 1094.36, 1089.73, 1080.74, 1075.64, 1069.59, 1063.84, 1057.47, 1049.81, 1040.5, 1090.16, 1083.36, 1075.59, 1069.56, 1062.69, 1057.49, 1051.62, 1044.26, 1035.59, 1085.68, 1077.03, 1070.45, 1063.36, 1057.64, 1051.05, 1045.16, 1039.69, 1033.46, 1080.89, 1072.31, 1064.69, 1059.19, 1055.52, 1048.48, 1043.28, 1038.52, 1031.75, 1075.16, 1069.13, 1062.78, 1058.2, 1053.06, 1047.78, 1041.66, 1036.03, 1028.89, 1072.24, 1065.21, 1059.65, 1054.7, 1048.51, 1043.26, 1037.24, 1031.91, 1025.91, 1056.59, 1049.64, 1043.41, 1038.09, 1032.43, 1027.28, 1021.48, 1023.75, 1016.68]"
Folldal,"[694.38, 694.11, 692.76, 693.84, 693.11, 692.69, 692.42, 691.85, 693.61, 695.41, 695.37, 697.4, 693.92, 693.01, 695.51, 695.37, 695.62, 692.57, 699.42, 699.83, 698.86, 698.17, 697.7, 697.7, 697.29, 695.91, 695.38, 705.76, 703.69, 699.34, 699.02, 698.28, 698.72, 698.64, 697.75, 697.37, 706.52, 706.14, 706.27, 702.87, 703.89, 704.21, 705.41, 706.56, 707.77, 707.96, 709.33, 710.84, 710.95, 713.0, 712.8, 714.18, 717.29, 715.74, 718.93, 715.94, 718.27, 719.9, 723.34, 723.52, 726.53, 726.77, 731.04, 726.67, 727.15, 731.08, 733.19, 736.35, 737.3, 736.9, 739.38, 740.93, 743.17, 744.65, 749.37, 750.59, 756.96, 762.83, 772.99, 778.92, 784.81]"
Grue,"[333.09, 357.26, 351.97, 374.71, 397.61, 419.2, 427.41, 440.25, 447.45, 459.15, 372.69, 396.14, 417.35, 429.73, 443.8, 459.51, 457.48, 470.7, 458.17, 394.35, 415.12, 432.4, 444.55, 458.02, 465.2, 468.26, 460.18, 464.1, 421.93, 432.85, 447.53, 457.82, 469.24, 468.77, 465.67, 465.07, 488.77, 435.32, 450.81, 464.87, 474.43, 482.26, 472.34, 473.36, 486.89, 503.12, 451.0, 460.04, 475.22, 481.66, 474.41, 473.44, 478.28, 503.78, 521.56, 459.06, 470.72, 487.47, 486.4, 480.74, 490.48, 490.88, 518.96, 526.89, 466.68, 481.57, 483.71, 488.66, 497.14, 503.77, 510.8, 529.86, 535.2, 476.09, 494.1, 500.96, 510.89, 517.38, 525.42, 536.92, 551.93, 542.1, 562.99]"
Hamar,"[123.0, 123.0, 123.0, 123.0, 123.0, 123.0, 123.0, 123.0, 125.49, 124.73, 123.0, 123.0, 123.0, 123.0, 123.0, 123.0, 125.94, 125.84, 126.3, 123.0, 123.0, 123.0, 123.0, 123.0, 123.0, 123.0, 122.86, 123.03, 123.0, 123.0, 123.0, 123.0, 123.0, 123.0, 123.0, 123.0, 123.0, 123.0, 123.0, 123.0, 123.0, 123.0, 123.0, 123.0, 125.39, 126.8, 123.0, 124.14, 122.78, 122.83, 123.25, 123.0, 125.15, 126.37, 126.74, 124.6, 125.08, 124.63, 129.21, 123.46, 127.1, 126.57, 129.35, 131.15, 125.64, 129.36, 132.15, 133.75, 127.7, 128.18, 130.61, 136.81, 134.65, 136.85, 137.72, 133.74, 134.64, 139.4, 143.74, 141.66, 139.56, 144.41, 148.36]"
Kongsvinger,"[211.73, 202.01, 199.0, 191.72, 178.6, 164.78, 159.32, 164.92, 169.15, 192.36, 178.98, 163.2, 162.03, 155.46, 157.99, 164.62, 164.33, 166.49, 183.79, 167.59, 157.1, 160.41, 153.53, 157.78, 158.4, 165.09, 170.1, 175.92, 160.56, 152.5, 152.58, 152.59, 152.57, 159.79, 160.23, 164.82, 169.93, 155.24, 150.93, 149.83, 148.67, 150.28, 154.44, 156.88, 160.41, 151.39, 148.15, 149.19, 148.82, 148.5, 148.48, 148.5, 148.49, 148.53, 144.04, 144.29, 144.44, 144.49, 144.57, 144.65, 144.78, 144.91, 144.89, 147.79, 148.89, 150.48, 150.16, 144.72, 144.75, 144.82, 144.88, 144.88, 156.48, 159.1, 148.38, 149.0, 147.4, 147.49, 149.74, 152.64, 151.72]"
Løten,"[222.45, 222.66, 225.01, 224.35, 229.39, 228.37, 228.2, 229.95, 230.88, 224.8, 225.53, 224.71, 227.44, 228.63, 232.08, 232.64, 234.95, 238.89, 224.39, 229.25, 222.6, 230.82, 229.47, 229.4, 234.51, 235.81, 240.35, 221.06, 224.21, 222.72, 224.37, 228.7, 233.03, 234.61, 238.48, 242.02, 231.21, 220.32, 221.95, 224.41, 224.2, 232.73, 233.41, 234.38, 239.49, 223.26, 223.1, 223.08, 223.98, 227.27, 230.99, 233.09, 233.78, 235.2, 222.96, 223.54, 222.52, 222.75, 228.92, 230.86, 231.25, 233.64, 234.49, 222.62, 222.79, 222.23, 228.05, 226.88, 228.91, 233.12, 234.06, 236.28, 225.38, 226.5, 225.57, 231.57, 232.8, 233.9, 237.18, 233.8, 237.22]"
Nord-Odal,"[217.22, 201.39, 217.28, 206.68, 199.5, 201.17, 207.36, 198.82, 198.48, 216.91, 205.32, 206.46, 204.62, 209.73, 204.79, 202.64, 211.35, 225.15, 211.13, 210.17, 213.52, 212.8, 215.55, 203.49, 202.24, 207.01, 220.72, 216.42, 218.39, 221.83, 220.81, 215.07, 209.18, 204.31, 206.2, 222.92, 224.94, 221.48, 221.3, 228.92, 222.47, 212.95, 204.05, 205.31, 216.12, 230.6, 223.85, 233.87, 234.08, 231.45, 215.22, 204.16, 206.68, 210.15, 230.91, 244.03, 245.14, 249.42, 236.34, 213.28, 205.55, 211.29, 207.89, 241.03, 245.83, 247.69, 261.83, 240.36, 216.19, 205.89, 208.16, 207.59, 270.08, 266.35, 250.16, 219.68, 204.66, 203.44, 203.0, 197.54, 200.97]"
Bjørnafjorden,"[617.59, 619.27, 614.97, 629.54, 628.75, 624.31, 622.89, 618.93, 612.44, 610.92, 649.45, 639.35, 637.15, 635.38, 633.33, 629.69, 621.21, 615.19, 606.32, 658.66, 662.5, 661.54, 647.22, 641.7, 641.44, 633.8, 626.7, 622.58, 671.75, 674.37, 682.38, 671.45, 665.98, 655.17, 644.87, 640.87, 629.76, 678.33, 685.09, 689.08, 699.2, 690.78, 672.03, 667.04, 655.47, 644.12, 694.09, 693.1, 696.75, 704.16, 708.64, 701.1, 689.89, 671.4, 658.87, 717.88, 712.63, 707.41, 715.76, 718.43, 726.92, 718.38, 697.11, 675.39, 739.46, 732.41, 724.46, 722.93, 728.34, 731.61, 745.71, 721.38, 696.41, 744.2, 734.98, 729.59, 732.97, 740.81, 744.24, 707.44, 737.62, 733.83, 715.24]"
Rendalen,"[413.25, 386.77, 363.95, 402.14, 376.44, 353.67, 337.05, 328.44, 327.52, 322.79, 392.71, 369.95, 350.51, 340.03, 314.64, 318.78, 282.32, 263.07, 262.28, 386.03, 362.66, 345.5, 331.82, 320.24, 281.65, 263.86, 262.15, 260.91, 379.03, 355.53, 339.88, 325.0, 310.09, 279.82, 262.85, 261.84, 262.09, 376.85, 354.12, 330.23, 306.97, 290.88, 265.6, 260.26, 262.09, 262.14, 376.62, 351.56, 331.59, 314.83, 287.16, 264.78, 263.44, 262.3, 259.35, 372.92, 346.11, 327.83, 309.56, 285.31, 263.67, 262.41, 263.81, 270.38, 366.09, 344.16, 322.36, 300.99, 270.43, 264.23, 262.57, 259.99, 270.78, 318.99, 300.53, 271.87, 264.65, 262.74, 260.13, 273.61, 261.81, 263.09, 280.88]"
Ringsaker,"[454.18, 453.37, 449.2, 458.9, 456.22, 443.88, 443.26, 446.67, 463.63, 473.33, 459.25, 454.82, 446.45, 447.61, 452.26, 470.5, 475.61, 479.68, 481.5, 459.26, 455.41, 450.9, 457.85, 462.31, 472.88, 477.71, 480.86, 485.68, 463.54, 460.92, 462.43, 457.77, 463.92, 474.6, 479.21, 481.05, 483.17, 467.08, 468.52, 464.21, 463.67, 459.73, 479.12, 479.89, 479.94, 482.41, 474.23, 471.83, 472.99, 467.54, 463.44, 474.46, 477.88, 482.73, 484.02, 480.88, 483.71, 474.07, 469.17, 469.97, 477.72, 482.07, 483.29, 488.81, 487.98, 482.04, 477.34, 476.1, 478.59, 479.98, 484.74, 486.71, 490.15, 475.13, 475.91, 485.8, 485.97, 488.04, 491.94, 495.88, 493.35, 496.27, 501.89]"
Stange,"[231.59, 225.89, 223.09, 224.61, 224.18, 219.79, 225.25, 227.77, 224.57, 221.22, 223.91, 221.36, 217.32, 217.51, 222.95, 222.27, 218.5, 217.49, 210.66, 222.04, 222.03, 215.6, 215.35, 222.47, 219.56, 218.49, 213.09, 212.32, 222.67, 219.44, 215.1, 214.68, 216.75, 219.29, 219.19, 212.58, 212.27, 221.1, 220.65, 217.61, 213.59, 213.75, 218.48, 216.44, 210.9, 215.52, 220.51, 218.64, 216.88, 213.99, 213.67, 215.35, 213.45, 211.91, 211.37, 218.78, 219.42, 215.97, 214.87, 214.28, 213.45, 212.32, 211.29, 213.51, 217.75, 216.24, 217.29, 215.3, 215.92, 213.59, 215.23, 213.77, 212.87, 218.55, 213.89, 213.92, 215.46, 210.92, 210.98, 209.7, 212.0, 213.28, 214.01]"
Stor-Elvdal,"[567.82, 554.2, 543.05, 565.33, 554.55, 539.2, 519.13, 512.74, 494.64, 487.51, 562.76, 552.46, 533.33, 522.25, 516.02, 501.5, 495.96, 489.24, 482.78, 559.41, 553.22, 536.67, 527.32, 520.75, 506.56, 496.82, 490.23, 485.09, 564.53, 556.8, 545.8, 537.43, 529.26, 506.88, 495.58, 488.52, 485.99, 573.29, 561.18, 555.07, 544.95, 532.54, 515.31, 500.36, 490.19, 494.61, 577.99, 570.91, 565.31, 550.13, 531.63, 518.33, 502.56, 497.3, 491.53, 586.77, 578.6, 572.68, 553.79, 534.86, 521.54, 505.44, 501.22, 491.7, 592.32, 590.57, 571.0, 551.09, 539.74, 524.01, 510.53, 501.82, 491.62, 568.68, 551.57, 540.76, 521.78, 511.26, 503.81, 491.51, 510.94, 503.71, 495.2]"
Sør-Odal,"[169.41, 169.45, 169.59, 169.45, 168.82, 169.27, 159.78, 165.16, 157.78, 170.25, 169.43, 171.97, 170.77, 173.15, 175.08, 168.62, 158.99, 148.19, 175.85, 177.35, 168.62, 188.07, 183.44, 177.19, 173.04, 167.87, 161.81, 180.19, 168.7, 183.14, 195.65, 193.85, 188.08, 178.38, 178.29, 172.72, 180.85, 176.82, 199.1, 197.06, 195.04, 189.02, 185.56, 179.12, 173.17, 191.38, 188.78, 203.34, 213.31, 195.63, 200.8, 187.01, 178.62, 177.54, 203.8, 198.81, 227.9, 203.67, 194.92, 198.87, 187.38, 188.47, 178.13, 213.42, 205.71, 223.34, 231.38, 207.56, 198.04, 189.75, 192.63, 178.87, 206.76, 226.45, 207.85, 195.97, 193.93, 200.75, 195.07, 204.01, 193.51]"
Tolga,"[612.8, 594.46, 578.15, 600.03, 587.84, 569.94, 560.51, 543.42, 541.98, 541.65, 587.32, 581.5, 571.58, 574.49, 572.93, 546.69, 542.13, 543.36, 543.69, 582.76, 572.96, 581.03, 581.16, 578.78, 566.52, 556.04, 547.42, 546.24, 578.89, 585.87, 590.13, 592.83, 593.05, 582.41, 579.31, 564.07, 552.06, 583.27, 589.25, 596.11, 601.24, 606.1, 596.11, 589.44, 584.07, 576.3, 589.24, 591.42, 601.11, 607.78, 612.02, 612.98, 606.13, 614.04, 603.11, 595.05, 596.45, 603.97, 610.64, 620.14, 624.34, 630.66, 633.16, 626.99, 590.29, 602.4, 605.98, 615.34, 630.44, 638.05, 638.37, 642.81, 633.52, 607.94, 620.51, 633.76, 650.51, 651.35, 647.41, 659.77, 650.76, 670.86, 680.79]"
Trysil,"[352.41, 352.45, 352.36, 356.3, 357.56, 372.07, 385.52, 416.11, 446.46, 356.28, 356.42, 363.92, 379.93, 402.6, 429.02, 459.68, 488.52, 517.12, 356.61, 360.78, 368.72, 380.32, 408.45, 439.46, 467.34, 496.11, 522.6, 358.28, 364.34, 371.71, 388.84, 418.31, 446.74, 474.2, 501.69, 527.18, 360.96, 365.25, 369.05, 396.47, 423.83, 450.86, 477.09, 506.13, 528.97, 359.89, 365.05, 383.24, 404.17, 426.37, 453.41, 482.01, 508.95, 529.11, 366.46, 372.03, 384.34, 410.26, 427.39, 457.51, 489.32, 510.6, 528.71, 369.93, 375.18, 387.57, 409.52, 433.99, 464.0, 492.29, 515.03, 530.11, 395.7, 415.05, 444.3, 473.8, 497.2, 517.34, 530.97, 519.93, 532.94]"
Tynset,"[497.93, 501.67, 499.91, 495.81, 499.25, 502.38, 504.49, 509.26, 513.83, 516.15, 492.59, 495.86, 501.31, 503.93, 506.88, 511.76, 514.55, 512.38, 514.99, 479.98, 491.29, 494.2, 501.68, 503.74, 505.98, 507.19, 509.99, 513.36, 480.33, 478.0, 491.4, 493.05, 494.95, 500.74, 504.82, 506.87, 509.3, 479.97, 480.25, 488.29, 490.7, 492.31, 492.97, 495.75, 504.59, 505.47, 480.63, 478.0, 486.96, 488.15, 490.66, 490.95, 490.56, 493.68, 495.57, 479.17, 479.17, 483.95, 486.13, 483.44, 485.53, 485.92, 488.29, 492.52, 479.76, 482.5, 482.78, 482.35, 482.32, 483.14, 483.31, 482.62, 482.54, 481.73, 482.41, 482.93, 482.41, 482.47, 482.69, 482.69, 481.88, 482.73, 482.35]"
Åmot,"[283.34, 287.35, 287.57, 288.82, 286.78, 284.7, 280.27, 280.22, 279.94, 289.69, 289.22, 288.9, 286.82, 285.52, 281.74, 281.04, 275.72, 267.12, 290.87, 291.09, 290.97, 296.01, 289.34, 287.04, 286.87, 289.57, 265.64, 295.07, 293.79, 294.34, 295.95, 292.62, 291.5, 290.54, 292.45, 280.97, 294.35, 294.52, 294.34, 292.49, 290.54, 292.79, 297.18, 289.78, 285.55, 296.12, 300.26, 295.51, 295.43, 293.2, 296.45, 300.97, 293.42, 293.13, 299.63, 303.26, 298.88, 296.93, 298.97, 300.25, 299.24, 291.25, 293.49, 307.45, 303.89, 303.65, 301.4, 304.54, 302.14, 301.21, 299.26, 298.62, 307.13, 304.2, 305.37, 302.71, 299.54, 300.0, 302.3, 307.53, 308.83]"
